text,label
乞丐版连个化妆镜都没有，很让人没法理解！还有就是后备箱空间是不小，不能因为这样你就把后背折叠放到给省了，还有就是乞丐版没有副驾驶拉手，很不爽啊！,消极
因为本人平时喜欢听音乐，收藏了很多cd唱片，这个车不能装cd，有点可惜！算了吧，把歌曲都弄到u盘上，再连上车吧，毕竟现在都是电子化时代了，也要与时共进才行。,消极
轮胎中容易夹进去石子，行进中噼里啪啦作响，这两天车子行驶时候总是随着速度增加出现高频率的轮胎异响，今天把车停在路边后把轮胎缝中的石子抠出一部分，异响减弱；没有转速表，何时换挡看速度表真是不适应啊。,消极
性价比超高，既能满足日常的代步需求，又能省下不少的钱！,积极
动力充足，提速快，功能齐全,积极
不满意的地方当然就是胎噪了……偶尔确实让人有些受不了……不过在正常的行驶过程中还是可以接受。,消极
我觉得这辆车最大的问题就是大部分功能都对得起价格但是没有特别出彩的地方，买红旗大部分人都也是买个情怀吧，其实同级车有不少好车，买这辆车也算是我支持了一下国产，还行，没让我失望，但是也没什么惊喜,消极
最不满意的可能就是内饰了吧，做工确实是比较粗糙，摸着不舒服。,消极
绝对不止一点，内部空间大，颜值高，安全配置到位。,积极
小三的外观我很满意，由于我的低配车配置不多，也没啥满意的了,积极
最满意的必须是动力跟油耗了，1.6双涡管涡轮不是盖的，动力随叫随到，只是调料的没有一般的涡轮那么激进,积极
省，百公里油耗也总在6.9升。,积极
“吉祥三宝”，我认为最不满意的应该是尾部排气管了，除了下漏之外，还整得非常亮、非常醒目！即使是自己加装尾喉之后也不理想，变成了“四不像”，建议厂家改进一下。,消极
平顺，动力澎湃尤其是后段加速。发动机声音给驾驶员足够的信心,积极
"方向盘有点重,因为多数在市区开,感觉会比较费力",消极
方向盘没有助力！,消极
做工一般。,消极
后排空间有些小，长途的话，可能有些累。,消极
中间座椅不够宽敞储物空间不足多功能方向盘不好用,消极
啥车失灵，车内个钟杂音（硬塑料太多），水泵有噪音，换挡顿挫感，自动雨刷不好用，急加速总有砰的一声,消极
座椅跑长途实在是太舒服了。比我以前的夏利舒服太多了。,积极
"1,因为配置不高，汽车音响只能听广播，读不了u盘，至今还没体会音质好不好！2,原装雷达不显示距离，只有靠判断！迟早我要换掉！3,像其他车友所说，挂挡有点重",消极
配置丰富，乘坐舒适，动力好，方向指向精准，油耗低，锁车所有玻璃自动关闭。一键启动很实用。,积极
性价比还算可以，动力是通用的，变速箱好用，有加装助力中控和贴膜，尚可。总之配置还不算太低了，收音机那些都是可以发声，仅此而已,积极
油耗磨合800公里一直城区多11.4高很，希望首保后降下来。,消极
比同级别车型性价比高底盘比较高上马路牙子不是问题啦外观硬朗空间大内饰变化我非常喜欢比老款的好看太多啦全系标配esp定速巡航胎压检测多功能方向盘,积极
后排空间较小,消极
油耗低，很安静。,积极
胎噪严重，隔音差。轮胎太小太窄不抓地。转弯半径大。,消极
炫酷的外表，精细的做工，经济的油耗，贴心的售后,积极
实用性较强,积极
非全尺寸备胎和较小的后备箱空间。,消极
空间是真不错，后备箱相当能装了，放上儿童座椅相当富裕，还好放。,积极
配置，内饰，外观我觉得还行，车身很修长，发动机声音很小。,积极
我也来吐槽一下，那就是a柱巨粗，左拐右拐都超级影响视线的，有点不安全的感觉，然后就是我刚提车回来开着都总感觉车里有什么地方在响。还有一点就是顶配车竟然没有前排扶手箱，还要自己后加装，哎。,消极
内饰略逊,消极
bose音响果然名不虚传，下载了一些无损音乐，音质那叫一个棒，确实很震撼；静音效果也非常出色，关上门窗基本听不到外面的声音；座椅舒适性也非常好，特别是腰部支撑，很舒服；,积极
外观不错，自我感觉很漂亮，尤其是性价比较高，开着舒适，易于操控……,积极
a柱有些挡视线这是安全问题啊，自己注意吧！后减震有些硬单可以接受！,消极
当时看了好久的车，也很头疼，后来选择了他，发现完全没让我失望，体积大，拉得多，安全好动力强，很满意。,积极
最不满意的一点是油耗和悬挂，有可能是因为还在磨合期，加上大部分时间都在市区堵车，所以油耗很有点高；悬挂是出了名的硬，没办法，10万的车也就不要奢求了。,消极
最满意的应该是动力和变速箱的表现了动力可以说随叫随到，变速箱那是优秀的没有存在感,积极
做工不够精细，尤其车门内侧。避震太硬，稍大一点的坑感觉减震就到底了，非常硬。中控屏幕太小，后排坐垫短。4儿子无耻的加价，还有竟然内饰的颜色给我定错了。,消极
同上，车窄，横向宽度不足，后排坐三个人就有点挤。这车定位也就是三口之家出行，五口的话长途舒适性不好。,消极
一换二档的动力太肉，以及相比于16款，取消的全尺寸备胎、工具盒、眼镜盒等，还有后排座中间突起的那一截。,消极
舒适的乘用空间，良好的驾驶体验，经典的操作台,积极
配置各种高尚大,积极
有一晚像照镜子忽然拉开化妆镜没有灯,消极
好操控。才下票。摸的第一辆车。上手很快。油耗低。反应很快很轻。档位情绪。,积极
精致的内饰，低调的外表。中庸中略带奢华，平凡中略带特别。,积极
空间大，操作还可以。,积极
内饰与外观了，很多人都说这车看着不错，车内也是眼前一亮，一问价格，值,积极
异响。油耗！油耗！没劲儿没劲！！跟1.0排量面包比都不如。。。,消极
a30的外观很大气，车身长，空间大特别是后备箱空间更大。有自动空调，自动大灯，倒车雷达，还有天窗，铝轮毂显得很有档次。,积极
要是对开门就好了！,消极
还找不到，说顿挫基本可以忽略不计，还有磨合期过的太憋屈了，多想运动模式搞起,消极
拉货多，能拉接近4吨货。跑120没问题，空间大，这是一亮点。,积极
外观，这代a7确实漂亮，轮毂很帅气,积极
最满意的就是耗油，柴哈也是很给力，特别棒。,积极
外观，外观，外观，重要的事情说三遍。而且老婆也非常喜欢。,积极
本来以为只有手动挡，后来去看车还有自动挡的果断提自动挡，还有无钥匙进入，一键启动在这个价位的车上已经很高大上了，后窗也比以前有变化，也是电动的,积极
转弯侧倾严重，这个价位的车还是别谈操控性了。,消极
内饰太粗糙，不像同级别的车,消极
提车比较急，左后尾灯有瑕疵,消极
小s的性价比吧,积极
最不满意的是音响效果，配不上这款车。其次就是如果座椅是电动调节的就好了。电动天窗感觉有点鸡肋，可能因为我家没有人吸烟，基本没有用处。,消极
开起来很顺畅，没有开大车的感觉,积极
和奥迪a6一样，车头较长一些，对于刚拿到驾照的小伙伴来说停车相对不好掌握一点，老司机可以忽略～。排气单边双出不是很喜欢，没有双边双出至少也得做成双边单出也行啊。这么高大上的车子，后座居然没有独立空调？,消极
1.6l的动力貌似不太足，油门踩到底就听到发动机嗡嗡叫，车子就是慢慢的提速，推背感神马的是不指望了。哎！,消极
有异响，空间小，动力相当差。。。,消极
车子的外形看起来很特别，很喜欢这个小车。,积极
大空间，外观大气，品牌也还行,积极
可能是磨合期，油耗有点高，17寸轮胎本来是优点，好看，车跑起来稳，缺点也很明显，油耗高，容易爆胎，轮圈大胎壁薄走烂路颠簸感也就更大。,消极
车内窗户开关没有夜光，很不适应；这也不是什么很影响决定的配置，所以后期再自己加装咯，不影响判断哈；,消极
胎噪不是一般的大，而且轮胎很硬，低速过减速带人都能颠起飞。内饰气味真大，这点还是沃尔沃更环保。,消极
空间吧，确实挺大的，油耗也还经济，另外虽然隔音一般，但是发动机噪音小,积极
外形，虽然个头不高，但是整体看起来就是很苗条啊。侧面线条很好看。,积极
没有电动方向盘，没有座椅记忆,消极
底盘摆动偏大，跟减震和平衡杠调教有关，整体偏软偏舒适，装配工艺和合资车有差距，内饰做工相对差点。,消极
空间外观油耗,积极
目前没发现,消极
给力，1.4的载满了跑起来嗷嗷的，开过朋友的面包车，和浪迪没法比，骄傲。,积极
副驾无电动太掉范，卤素大灯太低端，,消极
空间大，外观好看，动力足够！座椅加热对冬天冷的时候很实用！,积极
发动机为大众第二代的ea888，烧机油具有普遍性，无力解决，只能常备机油。,消极
内饰细节部分需要在提升一些，还有就是这车的后排悬挂偏硬，过减速带的时候感觉很明显。,消极
提速迅猛,积极
外观还行,积极
最不满意的一点就是英致737没有配置日间行车灯，其他的都还挺满意的。,消极
做工用料上成，省油，掀背大后盖让你感受无与伦比的空间,积极
动力够足！！,积极
舒适性太差，后悬挂太硬了,消极
车子外形和内饰都很不错！虽说内饰的座椅是仿皮的，但摸上去的感觉质量很不错，而且异味也并没有很大，深浅色系的座椅搭配瞬间高大上！,积极
价格终于到了心理预期，现在来说性价比高，送的也多，置换补贴也多，哈哈哈,积极
安全配置高,积极
雨刮在行驶到6000公里左右，开始异响，我正在寻找解决方法，如果有谁知道相关的故障解决方法，请不吝赐教。谢谢了。希望以后不要出现问题才好，好烦！,消极
钣金有差距，左前车门缝隙大，低配车型没有车身稳定，这点大众做的好，基本上都成标配了，方向盘回馈不好，路感不清晰，车门好像简配了一道密封条，4s店送的真皮革座椅太捂屁股了。,消极
这款车，让我满意的一点就是它的空间很大，当然一款mpv的基本就是要空间够大，操控是完全ok的，很灵敏，车子的动力也是很不错的，足够用了。,积极
悬架不知道是软还是硬，过个坑感觉就像玩积木一样！,消极
销售服务商的服务态度很好，现在车的质量都行，比的也就是服务了,积极
当初购买睿行就是为了拉货用，睿行的内部空间还是很适合我的。后排座椅可以拆掉，拆掉之后后排空间非常的大，用来拉货用还是非常的合适的。,积极
不满意的地方就是后备箱有些细节方面应该有提升的空间。关于大家讲的后排座椅，一般都是岳母还有朋友乘坐。目前他们总体感觉还好～,消极
双离合毛毛的，5档60有异响，首保去问问4儿子。刹车片低速有异响，貌似是大众的通病。这个价位的车没有定速巡航我也是醉了。四儿子态度不好,消极
无钥匙进入，跟一键启动用起来特别方便，省去了找钥匙的麻烦，大灯带的日行灯，整个车头看起来非常的霸气，颜值担当！所以这个车不光外观好看，内饰纯黑色，配置高开起来特别的舒心。选择它，没错！,积极
挂倒档有时不太好挂,消极
外观沉稳大气，内饰豪华，奔驰的牌子够了，对新手来说，360摄像头很实用，各种安全辅助，如并线辅助啥的，车很好上手。,积极
低配腰部有支撑，座椅包裹性好，系统非常好用，设计人性化，外形优美，虽然保有量不高但也可以保证回头率非常高，提速快还省油，四年免费保养。,积极
车子的外观，空间和1.8l的发动机的动力,积极
内饰稍差，凑合吧。,消极
安全配置，外观，储物格多，省油，空间大,积极
油耗稍微偏高,消极
异响异响还是异响·,消极
车子的外观做工有一定的问题，我的车子后尾灯和后备箱的夹缝的地方左右不一致，左右那个镀铬饰条比较平整，右边上下不在一条直线上，细看起来还是非常不爽的。,消极
最满意的地方就是外观了回头率很高全景天窗无钥匙进入启动提升了全车的科技感,积极
操控性不错，过弯很稳，漂移抓地力很强，每次漂移过弯都很稳！,积极
最满意的就是空间内饰，还有一键启动，相当棒，无钥匙进入。,积极
做工确实是差了一些，从外到内的，用料也一般般，这个价位可以接受。,消极
内饰帅！内饰帅！内饰帅！重要事情说三遍,积极
油耗有点偏高以及中控的那个女鬼。,消极
舒适，一个字。185毫无压力。车队中坚力量，全能型保障车,积极
可能会对动力方面有点不满意，286的马力也不算是很低，但跟5.7l的352一比还是弱了点。,消极
后窗不能在前面控制。噪音大,消极
目前还没有什么不满意，如果非要说，就是大灯不是很亮，如果氙气灯就好了！嘿嘿～,消极
智尚s35这款车最给力的地主就它比较漂亮的外观，看上去非常有活力，有朝气，整个车身的线条伶俐，层次分明，有运动感的风格，适合象我这样的年轻人开，而且这车的价格便宜，同时还特省油,积极
备胎太小了，而且备胎周围没有填充物，放重物隔板估计会变形，甚至下沉,消极
外形足够颜值，颜色鲜亮拉风。要的就是回头率！！！,积极
配置和颜值。白色豪华型回头率非常高。,积极
a柱略宽，开车挡视线，拐弯的时候得左右摇摆，让我有种唱《一起摇摆》的冲动，真是治好了我多年的颈椎问题,消极
黑屏雨刮抖动座椅不是很舒服偏硬有点小车漆很薄一个石子飞过来就可以掉漆,消极
就是省油，空间大，好保养，价格可以接受。,积极
1.上次跟一宝马相撞，前保险杠撞凹，换一保险杠配件等了一个月，配件发货速度太慢！4s维修反应慢！,消极
"1、双燃料，可用气，使用省钱：70元300公里。2、样子还行，白色。就屁股有点高。3、空间不小，本人172mm,感觉不太压抑。",积极
兄弟版没有中央扶手箱，自己安装了一个也还不错。后排地板中央隆起比较高。,消极
1.内饰有品位精致上档次：这是我选择观致3的根本原因2.用材厚实安全性高,积极
空间空间,积极
外观非常好，内饰的用料和颜色搭配也非常喜欢，最值得指出就是动力，红绿灯的时候稍微带一点油门，简直不谈，甩边上自然吸气的车几条街，油门和刹车踩起来也非常柔和，关上窗户速度80+里面也是非常安静，赞一下。,积极
室内噪音太大，门窗有时会发出噪音。,消极
万年不变的是油耗,积极
舒适性不错，性价比高,积极
超车够用，外观内饰非常漂亮，配置还可以。,积极
舒适性稍差一些，减震偏硬，空间小,消极
"最不满意的也是大家长说的够真版后轮毂,不带倒车雷达.没有发动机护罩.其实厂家略有改动也不会与够型相差6000元.-_-.在就是发动机哒哒哒哒声音.喷油嘴响.不是发动机响就行.",消极
起步阶段！,消极
外观漂亮，整体非常协调，内饰中庸，没有为吸引眼球而剑走偏锋搞的太另类,积极
配置有点差,消极
多年以来一直喜欢大切，强大的动力，卓越的越野性能，值得拥有。,积极
过减速带我觉得一定会弹起来粗糙点路面胎噪很大备胎太小放大镜都看不清右前门位置有异响眼镜盒过减速带有硌吱声,消极
外观漂亮，买的是红色的，大爱啊。,积极
最不满意的一点就是在2000转左右转数换挡时候车身明显的共振噪音，而且石家庄广源4s点在保期内要求检查居然还要收费，不解！什么是保修？？给看一看就要48？,消极
空间大，后排座人一点不挤，高科技丰富，动力很牛。,积极
大空间190高个驾驶无压力，后排三个壮汉都能坐下，超大全景天窗很完美。关键配置很丰富性价比很高,积极
导航太差劲！有几次在高速，车已经从a高速转到b高速了，但是导航还在a高速上？！??????,消极
就是这个中控了无力吐槽，下雨天经常失灵，每次都需要断电三分钟左右才可以重启，比如你想倒车她不启动，是不是有点扯淡了，这蓝牙电话也没有，接打电话不方便，就是这个可以连无线网，这个要点个赞。,消极
底盘比别的跑车高，实用性强。,积极
空间大大大，后排静态体验过，宽敞，不知道行驶时后排感受如何，反正比我以前的车肯定舒服多了。,积极
做工粗糙，部分地方有异响。,消极
优雅是国内市面上性价比最高的mpv乘坐舒适内饰豪华~~,积极
离合器，绝对巴适。就算新手都可以忽略起步息火的尴尬。连汽修店老板都夸离合器爽。所以呢。。。,积极
外观，没啥说的，大气，一眼就将我在汽车之家选择快1年的俩车给pass了。,积极
油耗偏高，不过本人偏爱大脚油门，大脚刹车,消极
是我们国家自己生产的红旗车。,积极
起步稍肉，但2.0发动机配cvt还算能接受，车内音响可以稍微再提升一下，后排座椅不能放倒。,消极
外观很漂亮！在所有微面中是最有型的！空间很大，自己家拉货绰绰有余。内饰也算不错的！,积极
内饰，皮质看着很差，比不了s级听人家说的，没坐过，看看也就过去了,消极
前排不能控制后排车窗，真的比较奇葩。,消极
空间大，方向盘轻。,积极
首先宝马的品牌够牛，还有外形够拉风，空间也变大了,积极
底盘很高，视野很高，坐上去有纵览群车小的感觉,积极
启停貌似过于灵敏，稍微踩下刹车eco就启动，市区堵车两三米一停的情况就不太适用了。,消极
车辆外观比较时尚，综合油耗还不错，后部空间比较宽敞。车内在驾驶过程中提速很稳健，没有杂音。6at原装爱信变速箱性能优越。,积极
玲珑胎易夹石子、灯光太暗、悬挂偏硬；,消极
小问题不好比如排气管锈这么多年了还是老问题,消极
底盘低，油耗大！后备箱空间小,消极
车子的外观和内饰我非常喜欢，内饰做的很精致，外观处理的也很好，喜欢,积极
后备箱空间,积极
经济实用、外观漂亮。,积极
新款外观+白色车身很帅气！,积极
最满意的就是待速发动机的声音好小哦在公路上都没法感觉（其它的我不知道是不是啊）,积极
不知道是不是我是新手的原因，我感觉倒挡不好挂，别的挡都好挂，可能我是新手吧，还是不习惯,消极
中控仪表台容易掉漆,消极
2.0流体雕塑车身+大气的前脸+17寸轮毂配上低调的灰色完美。,积极
异响多、油耗不低！油漆太薄。灯光昏喑！,消极
没有雷达啊。30w的车啊,消极
外形硬朗，动力充沛，视野开阔，外出旅行在高速上，不论是我超大货，还是大货超我，会车时都没有别的车的颠簸感，是底盘调教的事还是车的自重，我也说不清楚，反正会车的安全感是杠杠地。,积极
配置不高，后排减震偏硬.,消极
起步很柔，每次起步先给一脚油再来加油提速有点不适应，cvt的车是不是变速箱都有异响了？新车气味有点大，,消极
大灯和动力！,积极
空间大上白下金体现出这款车的高大尚,积极
做工一般、新车都有小问题。,消极
下车时保险传输带不能过来,消极
这价位的车，既然只有前面两个气囊真是让人伤不起啊。车身要是能长点和矮点，我相信会卖疯了。,消极
纯粹的喜欢新能源汽车，最满意的就是舒适安静的这个驾驶感觉，起步非常给力后劲也足，安静舒适基本没有噪音的干扰，再就是价位非常合理了，买它不感觉花钱不值。,积极
而且开长途不会因为发动机在屁股下面而出现发热的情况。,积极
底盘有点松散，座椅偏硬，这么长的车后排空间不如7系，车身长，停车比较头疼，还有就是底盘过低，稍微陡一点的坡就会蹭到，心疼。,消极
漂亮的外观，科技感十足的内饰，扎实的做工，环境隔音非常好。,积极
车的中控车的外表车的性能主要还是外观漂亮啊,积极
没有除雾，大雨天不开空调看不清路,消极
交车的时候洗的不是很干净，有些车细节不是很完美,消极
动力，音响！,积极
车身空间大配置主流性价比高,积极
噪音和倒档不好挂,消极
钣金缝隙大，底盘隔音差。,消极
哎，说起来还是在外观上。所谓“虎啸式”前脸的的设计，特别是下进气格栅部分，采用三条镀铬横条，不仅毫无霸气，还把整个前脸分割的松松垮垮，霸气四泄，真不如和上半部分一样做成蜂窝网状，更协调！,消极
整体外观感觉漂亮，动力比较好，发动机转速比较低，发动机噪音不大。开起来比较轻松，没那么累。,积极
一款性价比很高的车因为它省油，空间大！,积极
外观霸气，内部空间宽敞、内部空间宽敞、内部空间宽敞重要的事说三遍。,积极
没有开过太多的车子，感觉冷车的时候倒档有点问题。,消极
噪音太大，告诉行驶音响开得大大的,消极
油耗低，灵活性高,积极
配件难找，4s销售服务质量很一般,消极
我叫这车叫小胖子，空间大是最直观的感受，原来还需要装点布料，后座一翻，颇有点厢式小货车的意思。,积极
加速，外观，安全性，稳定性，操作性,积极
赶上花冠促销裸车降价2万提的车，所以最满意的是价格！,积极
肯定是动力了，2.0t的动力，跑起来杠杠的，超车车完全没有问题，因为新车，不敢跑太快，总是缩着油门超车。,积极
空间和油耗,积极
空调不满意，内饰不满意。简配太厉害了。不过一分钱一分货。,消极
门做的厚实，有德系车的感觉。低配配置也不错，对于我来说完全够用了。空间也不错，我165的身高，完全够了。开着还是很稳，瞬间提速差了点点。必定不是兰博基尼，哈哈哈。,积极
1.5t手动，开了几千公里发现一个现象，冷车时一二档还好挂一点，车子热了反而不太好挂，如你所说好像缺油不润滑一样~~~,消极
自动泊车系统刚拿就停止运行，复位后可以使用，这个不应该啊！新车味道比我想象的大。,消极
最满意的地方就是性价比，和车子的做工了，用料也比较好，车子重1.2吨，重量跟十几万的合资车差不多，比较扎实。上高速稳当。,积极
提速这方面可能要改善,消极
轮胎不知道咋回事，老是扁扁的，看着心慌，去补气压，师傅说都这样……囧!,消极
国内没有两厢版本,消极
全景天窗，汽车俗称铁包肉，这名图非让我头上顶着那么大一块玻璃，还是全系标配，根本没得选择。还有就是动力稍稍有点肉。当然这些是个人感受,消极
如果未配备坐垫和头枕之类的辅助物，乘坐舒适性差，特别是长途驾驶后，驾驶员腰酸背疼。,消极
价格还是高了一点，但是赠了不少东西，希望不要掉价太快。,消极
售后还是野马汽车的一个大问题，如果野马以后能在全国各地有4s店，有定点售后就好了。空调声音也大得离谱啊，但是空调却也是很给力的，马上就冷了下来，记得新车一定要贴膜，不然温度很难控制。,消极
内饰用料一般，中级车当致胜的内饰是比较简单的。总体搭配只能说一般化。另外就是后排空调，中级车的没有必要弄个低配的后排无空调吧，夏天别人都不敢上我车。。。,消极
车音响声音偏硬，听音乐没有动感，低音效果差。减震差点，过一些路面不平的，例如减速带一些路面车内就会响震得历害，车油漆偏薄。,消极
外形，没的说，就是冲着外形来的，可惜是个a级车,积极
1、居然没得挡泥板！可以直接看见底盘2、第三排连个水杯架都没有！这个不应该,消极
尾灯帅爆了,积极
前大灯还是卤素的,消极
感觉北汽幻速车噪音还是有点的，不过慢慢习惯了就好了，特别是车子起步时候，踩上油门时候有明显感觉到噪音大。网上说做个隔音还可以，我还没试过这个，下次有钱时候再做吧。,消极
后桥，后桥，后桥。重要的事情说三遍。太靠前。货装的太多时感觉要翘起来的感觉。这个最最最不满意。还有轮胎小了点。离合旁边突出的太多了，感觉脚下的空间有点挤，车门不太好关。,消极
就是冲着空间大去买的，5门7座特别宽敞，后座试坐的时候腿可以放的空间比较多，所以不会觉得拥挤。当初试车的时候就是因为这个原因果断掏钱买的。而且这个价位能做到这样的空间和舒适感也是不容易的。,积极
价格方面是我最满意的一点了，在微面里算是便宜的了，而且品质也是可以的。,积极
发动机外面隔音不好，车标（大家都明白的），全景映像清晰度不好，行车记录仪能全景都记录就完美了，吐槽一下,消极
1、配置同价位无敌；2、2.7t动力充沛；3、隔音效果颇佳。,积极
果然是铁杆粉丝,积极
座椅竟然没有电动调节，也没有真皮，更没有座椅加热。,消极
1.6的机子低扭还算是可以，但是就是初段起步加速稍微差了些，后段的加速还是不错，应该和整车重量有一定关系。,消极
空间大。拉货载人都不是问题。,积极
排量小！开空调发动机抖动！跑到80发动机噪音就大很多！跑到120转速表差不多就快4000啦！,消极
悬挂硬，路感强烈，这点应该是这车最大的毛病了，虽然悬挂调校侧向支撑好一些，城市铺装路没有鼓包坑洼的话不影响舒适度，走烂路的话真的是酸爽，谁坐谁知道，所以走烂路先减速。,消极
4挡以上有点肉，买的时候没有棕色，买的酒红，不是很喜欢。气味还可以，每个车都这样，不过我买了三箱竹炭，1个月就没了，不建议买香水。,消极
感觉车稍微有点重，油耗偏高一点点，不过也还好。,消极
最满意的就是油耗吧，因为上班路程远，每天来回要五十公里。省油很重要，还有中控屏功能也不错，蓝牙和usb都挺顺手。,积极
第二排坐起来没看起来舒服。腿托不申起来的话坐垫太短，伸起来又腿托又托不到脚踝。另外，油箱太小了，才55升，跑偏远地区的话得多操心加油。,消极
灯光不够亮，音响效果一般,消极
最满意的还是外观，虽然有一点奥迪的影子，不过整体设计的原创度还是挺高的，在中国品牌里设计风格还是挺前卫的,积极
目前还没有特别不满意的地方，如果非要说不满意，那储物空间应该算一个，真的没有手机放的地方。如果非要再说一个，那就是没有实体a/c按键，这是为什么？为什么？为什么？,消极
舒适性说实话蛮差的，跑车化座椅肩部支撑很一般，腿部腰部还可以，跑长途很容易累。还有作为一个轿跑来说，声音太内敛了，这点不如玛莎。,消极
这款车的优点还是很多的，外观时尚，配置高，空间这些方面我也都很满意。,积极
空调不冷伴随共振，小毛病多，隔音不好，中控台异响较高，油耗有些大。,消极
外观，在同级别中，除了mini无出其右了吧。然后是三大件毕竟稳定靠谱，虽老旧但成熟。,积极
acc很方便,积极
车子的配置不高，想esp车身稳定系统这种非常重要的安全配置并没有标配，这点非常遗憾。,消极
车型生僻，不好买配件。,消极
232的布局加座椅能放纯平,积极
后排的出风口竟然在主驾驶座位下来，给我吹脚啊！傻逼的设计。还有后排没阅读灯，给差评。暂时就这样,消极
内饰做工有待加强，没有日行灯和车身稳定系统,消极
驾驶空间大，提速猛,积极
1.4左右的轿车一样能追上追五菱宏光不是我对手转向精准度不错刹车都可以！,积极
颜值高，颜值高，颜值高，买车第一点就是要外观，第二是动力，第三是配置（一个人一个眼光，仅个人观点）。自己看着就得由心的喜欢，这一点不能妥协。,积极
动力和智能语音我最满意。,积极
后备箱太小，太小，太小，,消极
省油，空间合适。新车还在磨合中。,积极
外表够张扬，视觉冲击力一流，高高在上的感觉，很霸气。,积极
双离合，这个谁用谁知道，没办法，既然改变不了，就只能享受啦！！！尾灯不好看，设计还可以优化，那样就美哒哒。,消极
综合性价比高。,积极
最满意的地方就是车辆的外观，还有功能非常的丰富，比如一键启动，起停功能，还有一些中档车上没有的功能，别人坐车上就开始说这车配置高怎么怎么样，他们的比不了，个人感觉相当满意了配置！,积极
2.0的车8.5到9升的油耗也算可以（市区油耗）,积极
就是感觉没有玛莎拉蒂回头率高··但是玛莎拉蒂对于我来说太成熟了！还有就是储物格太少了··连个眼镜盒都没有！！！,消极
车头的设计，很有派头,积极
最吸引我的是车子外观,积极
boss音响为车车锦上添花,积极
2.0t的来自福特技术的动力，提速很给力，给油就走，绿灯起步给点油把后车甩的远远的，比我的1.6的瑞虎强太多太多，当然，用了十年的车不能拿来相提并论。,积极
超级喜欢s3的智能科技。超满意。,积极
外观和内饰，硬顶敞篷，时尚，一个字炫酷,积极
路况反映的很明显，过减速带之类的，坐在车里感觉非常的明显，原厂座椅是织物，有点郁闷，雨刮器并不是自动的吧？我没有感觉到自动。。。,消极
动力，绝对是动力，朋友1.6l的上坡肉成狗，我1.4t动力杠杠的，超车无压力。,积极
中门太大了,消极
车身感觉泰国精致，反而不显大气,消极
最满意的不止一点，空间，油耗，外观。都非常满意，当初就是冲着大两厢去的。年轻时尚,积极
省油，新车磨合期，舍不得踩油门才跑了1730公里，累计油耗：7.4l，每公里0.6元都不到，质量这么大的车，这点油耗非常满意。,积极
加速还是3.3汽油机快，爆发力好。柴油机是扭矩大，有劲，适合爬坡。有人做过比喻，汽油机是马，跑的快，柴油机是牛，能负重。,积极
美系车，粗狂豪放，不注重细节。xt5这款车四驱系统很好，电子防滑介入非常快，越野脱困能力也足够，可是接近角太小让人无法接受。,消极
驾驶舒适性价比,积极
高速稳定不错，动力线性，空间大。坐后面比前面舒服。,积极
隔音要稍差特别高速100以后稳定性倒还是可以,消极
无法打开的车窗,消极
底盘底做工差,消极
：你看看这个方向盘，b50b70x80的随便拿个装着都比这个好看，还省掉了这套磨具费。,消极
内饰，严重不合理，黑色车内饰为什么不是全黑的、还搭配米黄色干什么！,消极
性价比太高，常用的配置都在，还是2.0t的强大动力配置。价格才十万，真真的是找不到第二辆这样的suv了，而且外观颜值还这么高，不买都怕买不到了。,积极
减震跟拖拉机一样，,积极
大改款的a4l马上上市了，所以16款的价格比较公道。,积极
简配简配简配重要的事情讲3便。没有遥控钥匙，没有尾箱灯。简配太厉害了。,消极
这款绅宝精英版，价格合适，还有最让我动心的一点就是可以无钥匙启动系统。让我不用在使用钥匙一直去打开车门了。这点设计挺好。,积极
内饰感觉不够个性，其他都还好。,消极
最满意一点就是三年了从来没有让我失望过。,积极
倒车较为吃力，特别是侧方位停车比较累，不给油不走，不过据说这是美国车的通常特点，只有慢慢习惯了。因新车跑了100公里不到，油耗暂时还看不出来，不过数字每天都在降低。,消极
对比其他品牌汽车，1.5排量动力充沛，紧凑型a级汽车来说空间大，特别后排空间、后备箱空间不错，家用完全胜任。,积极
动力，3t机械增压，v6的心脏，虽然是低功率，但是应付a6这么大的车足矣了。,积极
做工操作,积极
配置，动力，四驱，空间，油耗,积极
前面的a柱粗大，在左转时有点挡视线，要注意安全，左转时最好降下前窗，多观察。还有座椅时间长了有点洼陷，跑长途容易累。,消极
油耗满意，空间大,积极
后窗减配,消极
主驾驶座椅不舒服，怎么调都没用。,消极
内饰不如老款有个性档拔还是老款的好看副驾驶电动座椅简配这是我最不能容忍的以后肯定要换了这个电动座椅,消极
油门和刹车之间的高度差，后排勉强还可以,消极
方向盘是液压助力的，手感还好，就是有一点点跑偏。车子很多地方的裂缝间隙大。,消极
外观不错，整体音响效果也还是不错。没有出现大家说的一二档挂不进去的现象，倒档也很顺畅。,积极
几万的车和其它几款例如宏光威性价比还是比较突出的，打算把它卖掉，换其他车了。听说这个车，用了一年以后，小毛病比较多。到时价格更卖不上去了而且不好卖！！！,积极
低矮拉风骚气到爆的外观，充足的动力，合理的油耗，硬朗的底盘质感，一流的操纵及超高的回头率等等等等，，，，，，，,积极
倒挡难挂，每次挂倒挡都会有打齿的声音，特别心疼，也很担心，4s的4儿子说没事，通病。低配没有遥控钥匙，自己花了450装了个铁将军。停产车，买了很后悔。,消极
